properties{
  x = 0,
  y = 0,
  width = 320,
  height = 240,
  min_layer = 0,
  max_layer = 2,
  tileset = "oceanset_inside",
  music = "eduardo/lunarius",
}

tile{
  layer = 0,
  x = 160,
  y = 88,
  width = 32,
  height = 32,
  pattern = "44_7",
  tileset = "oceanset_inside",
}

tile{
  layer = 0,
  x = 160,
  y = 56,
  width = 32,
  height = 32,
  pattern = "43_8",
  tileset = "oceanset_inside",
}

tile{
  layer = 0,
  x = 128,
  y = 56,
  width = 32,
  height = 32,
  pattern = "42_8",
  tileset = "oceanset_inside",
}

tile{
  layer = 0,
  x = 128,
  y = 88,
  width = 32,
  height = 32,
  pattern = "45_8",
  tileset = "oceanset_inside",
}

tile{
  layer = 0,
  x = 16,
  y = 56,
  width = 32,
  height = 32,
  pattern = "42_8",
  tileset = "oceanset_inside",
}

tile{
  layer = 0,
  x = 48,
  y = 56,
  width = 32,
  height = 32,
  pattern = "43_8",
  tileset = "oceanset_inside",
}

tile{
  layer = 0,
  x = 16,
  y = 88,
  width = 32,
  height = 32,
  pattern = "45_8",
  tileset = "oceanset_inside",
}

tile{
  layer = 0,
  x = 48,
  y = 88,
  width = 32,
  height = 32,
  pattern = "44_7",
  tileset = "oceanset_inside",
}

tile{
  layer = 0,
  x = 40,
  y = 72,
  width = 16,
  height = 24,
  pattern = "109",
  tileset = "castle",
}

tile{
  layer = 0,
  x = 152,
  y = 72,
  width = 16,
  height = 24,
  pattern = "186",
  tileset = "castle",
}

tile{
  layer = 0,
  x = 80,
  y = 72,
  width = 16,
  height = 24,
  pattern = "109",
  tileset = "castle",
}

tile{
  layer = 0,
  x = 104,
  y = 72,
  width = 16,
  height = 24,
  pattern = "186",
  tileset = "castle",
}

tile{
  layer = 0,
  x = 0,
  y = 72,
  width = 16,
  height = 24,
  pattern = "109",
  tileset = "castle",
}

tile{
  layer = 0,
  x = 200,
  y = 72,
  width = 16,
  height = 24,
  pattern = "186",
  tileset = "castle",
}

tile{
  layer = 0,
  x = 96,
  y = 32,
  width = 16,
  height = 32,
  pattern = "21",
  tileset = "castle",
}

tile{
  layer = 0,
  x = 80,
  y = 32,
  width = 16,
  height = 32,
  pattern = "20",
  tileset = "castle",
}

tile{
  layer = 0,
  x = 64,
  y = 32,
  width = 16,
  height = 32,
  pattern = "19",
  tileset = "castle",
}

tile{
  layer = 0,
  x = 112,
  y = 32,
  width = 16,
  height = 32,
  pattern = "161",
  tileset = "castle",
}

tile{
  layer = 0,
  x = 0,
  y = 48,
  width = 16,
  height = 16,
  pattern = "27",
  tileset = "castle",
}

tile{
  layer = 0,
  x = 216,
  y = 48,
  width = 16,
  height = 16,
  pattern = "27",
  tileset = "castle",
}

tile{
  layer = 0,
  x = 0,
  y = 208,
  width = 32,
  height = 32,
  pattern = "statue_1",
}

tile{
  layer = 0,
  x = 256,
  y = 208,
  width = 32,
  height = 32,
  pattern = "statue_1",
}

tile{
  layer = 0,
  x = 96,
  y = 208,
  width = 16,
  height = 32,
  pattern = "52_5",
}

tile{
  layer = 0,
  x = 112,
  y = 208,
  width = 8,
  height = 32,
  pattern = "51_5",
}

enemy{
  name = "Closet-Monster_2",
  layer = 0,
  x = 200,
  y = 21,
  direction = 2,
  breed = "shamablin_fire",
}

chest{
  name = "Secret-Closet-Treasure",
  layer = 0,
  x = 104,
  y = 149,
  treasure_name = "gem",
  sprite = "chests/chest_green",
}

enemy{
  layer = 0,
  x = 104,
  y = 205,
  direction = 0,
  breed = "skullbat",
}

enemy{
  layer = 0,
  x = 16,
  y = 157,
  direction = 0,
  breed = "pterobat",
}

enemy{
  layer = 0,
  x = 216,
  y = 157,
  direction = 0,
  breed = "pterobat",
}

enemy{
  layer = 0,
  x = 104,
  y = 109,
  direction = 0,
  breed = "skelfos",
}

teletransporter{
  name = "Back-To-Saul-Room",
  layer = 0,
  x = 96,
  y = 224,
  width = 16,
  height = 16,
  destination_map = "Corridor",
}

chest{
  layer = 0,
  x = 64,
  y = 221,
  treasure_name = "heart",
  sprite = "chests/chest_yellow",
}

tile{
  layer = 1,
  x = 0,
  y = 16,
  width = 16,
  height = 32,
  pattern = "28",
  tileset = "castle",
}

tile{
  layer = 1,
  x = 216,
  y = 16,
  width = 16,
  height = 32,
  pattern = "28",
  tileset = "castle",
}

